0
http://api.crossref.org/works/10.2144/btn-2018-0135
http://api.crossref.org/works/10.2144/btn-2019-0006
http://api.crossref.org/works/10.2144/btn-2018-0195
http://api.crossref.org/works/10.2144/btn-2018-0161
http://api.crossref.org/works/10.2144/btn-2018-0084
http://api.crossref.org/works/10.2144/btn-2018-0133
http://api.crossref.org/works/10.2144/btn-2018-0148
http://api.crossref.org/works/10.2144/btn-2018-0129
http://api.crossref.org/works/10.2144/btn-2018-0132
http://api.crossref.org/works/10.2144/btn-2018-0173
http://api.crossref.org/works/10.2144/btn-2018-0096
http://api.crossref.org/works/10.2144/btn-2018-0034
http://api.crossref.org/works/10.2144/btn-2018-0051
http://api.crossref.org/works/10.2144/btn-2018-0109
http://api.crossref.org/works/10.2144/btn-2018-0051
http://api.crossref.org/works/10.2144/btn-2018-0130
http://api.crossref.org/works/10.2144/btn-2018-0082
http://api.crossref.org/works/10.2144/btn-2018-0017
http://api.crossref.org/works/10.2144/btn-2018-0105
http://api.crossref.org/works/10.2144/btn-2018-0040
http://api.crossref.org/works/10.2144/btn-2018-0014
http://api.crossref.org/works/10.2144/btn-2018-0024
http://api.crossref.org/works/10.2144/btn-2018-0012
http://api.crossref.org/works/10.2144/btn-2018-0035
http://api.crossref.org/works/10.2144/btn-2018-0044
http://api.crossref.org/works/10.2144/000114628
http://api.crossref.org/works/10.2144/000114626
http://api.crossref.org/works/10.3389/fcimb.2017.00542
http://api.crossref.org/works/10.3389/fmicb.2016.00719
http://api.crossref.org/works/10.1371/journal.pone.0176357
http://api.crossref.org/works/10.1038/srep46084
http://api.crossref.org/works/10.1371/journal.ppat.1005310
http://api.crossref.org/works/10.1099/mic.0.079640-0
http://api.crossref.org/works/10.1073/pnas.1306145110
http://api.crossref.org/works/10.1680/bbn.13.00015
http://api.crossref.org/works/10.1007/s10529-009-0105-3
